wavelength_m,flux_arb
2.80E-06,4.92775E+11
2.81E-06,4.91904E+11
2.81E-06,4.91035E+11
2.81E-06,4.90168E+11
2.81E-06,4.89302E+11
2.81E-06,4.88439E+11
2.81E-06,4.87577E+11
2.81E-06,4.86717E+11
2.82E-06,4.8586E+11
2.82E-06,4.85004E+11
2.82E-06,4.8415E+11
2.82E-06,4.83297E+11
2.82E-06,4.82447E+11
2.82E-06,4.81599E+11
2.82E-06,4.80752E+11
2.83E-06,4.79907E+11
2.83E-06,4.79064E+11
2.83E-06,4.78223E+11
2.83E-06,4.77384E+11
2.83E-06,4.76546E+11
2.83E-06,4.75711E+11
2.83E-06,4.74877E+11
2.84E-06,4.74045E+11
2.84E-06,4.73214E+11
2.84E-06,4.72386E+11
2.84E-06,4.71559E+11
2.84E-06,4.70735E+11
2.84E-06,4.69911E+11
2.84E-06,4.6909E+11
2.85E-06,4.68271E+11
2.85E-06,4.67453E+11
2.85E-06,4.66637E+11
2.85E-06,4.65823E+11
2.85E-06,4.6501E+11
2.85E-06,4.642E+11
2.85E-06,4.63391E+11
2.86E-06,4.62584E+11
2.86E-06,4.61778E+11
2.86E-06,4.60975E+11
2.86E-06,4.60173E+11
2.86E-06,4.59372E+11
2.86E-06,4.58574E+11
2.87E-06,4.57777E+11
2.87E-06,4.56982E+11
2.87E-06,4.56189E+11
2.87E-06,4.55397E+11
2.87E-06,4.54607E+11
2.87E-06,4.53819E+11
2.87E-06,4.53032E+11
2.88E-06,4.52248E+11
2.88E-06,4.51464E+11
2.88E-06,4.50683E+11
2.88E-06,4.49903E+11
2.88E-06,4.49125E+11
2.88E-06,4.48348E+11
2.88E-06,4.47574E+11
2.89E-06,4.46801E+11
2.89E-06,4.46029E+11
2.89E-06,4.45259E+11
2.89E-06,4.44491E+11
2.89E-06,4.43724E+11
2.89E-06,4.4296E+11
2.89E-06,4.42196E+11
2.90E-06,4.41435E+11
2.90E-06,4.40675E+11
2.90E-06,4.39916E+11
2.90E-06,4.39159E+11
2.90E-06,4.38404E+11
2.90E-06,4.37651E+11
2.90E-06,4.36899E+11
2.91E-06,4.36148E+11
2.91E-06,4.354E+11
2.91E-06,4.34652E+11
2.91E-06,4.33907E+11
2.91E-06,4.33163E+11
2.91E-06,4.3242E+11
2.91E-06,4.3168E+11
2.92E-06,4.3094E+11
2.92E-06,4.30203E+11
2.92E-06,4.29467E+11
2.92E-06,4.28732E+11
2.92E-06,4.27999E+11
2.92E-06,4.27268E+11
2.92E-06,4.26538E+11
2.93E-06,4.25809E+11
2.93E-06,4.25083E+11
2.93E-06,4.24357E+11
2.93E-06,4.23634E+11
2.93E-06,4.22911E+11
2.93E-06,4.22191E+11
2.93E-06,4.21472E+11
2.94E-06,4.20754E+11
2.94E-06,4.20038E+11
2.94E-06,4.19323E+11
2.94E-06,4.1861E+11
2.94E-06,4.17898E+11
2.94E-06,4.17188E+11
2.94E-06,4.1648E+11
2.95E-06,4.15773E+11
2.95E-06,4.15067E+11
2.95E-06,4.14363E+11
2.95E-06,4.1366E+11
2.95E-06,4.12959E+11
2.95E-06,4.12259E+11
2.96E-06,4.11561E+11
2.96E-06,4.10864E+11
2.96E-06,4.10169E+11
2.96E-06,4.09475E+11
2.96E-06,4.08783E+11
2.96E-06,4.08092E+11
2.96E-06,4.07402E+11
2.97E-06,4.06714E+11
2.97E-06,4.06028E+11
2.97E-06,4.05343E+11
2.97E-06,4.04659E+11
2.97E-06,4.03977E+11
2.97E-06,4.03296E+11
2.97E-06,4.02616E+11
2.98E-06,4.01938E+11
2.98E-06,4.01262E+11
2.98E-06,4.00586E+11
2.98E-06,3.99913E+11
2.98E-06,3.9924E+11
2.98E-06,3.98569E+11
2.98E-06,3.979E+11
2.99E-06,3.97231E+11
2.99E-06,3.96565E+11
2.99E-06,3.95899E+11
2.99E-06,3.95235E+11
2.99E-06,3.94573E+11
2.99E-06,3.93911E+11
2.99E-06,3.93251E+11
3.00E-06,3.92593E+11
3.00E-06,3.91936E+11
3.00E-06,3.9128E+11
3.00E-06,3.90625E+11
